"cjis_code","statue_code","code_type","literal","toc","summary_code","hierarchy"
55015,"374 E",PC,"LITTER/DUMP WASTE IN WATER/ON SH",M,60,176400
55124,"374.2 (A)",PC,"DUMP/ETC SUBSTANCE IN SANITARY SE",M,60,99850
55217,"374.3",PC,"DUMP WASTE/ROCKS/ETC",I,60,176300
55208,"374.3 (A)",PC,"DUMP WASTE ON PUBLIC/PRIVATE ROA",M,60,130490
55250,"374.3 (A)",PC,"DUMP WASTE:OFFENSIVE MATTER",I,60,176300
55274,"374.3 (B)",PC,"DUMPING PUBLIC/PRIVATE PROPERTY W",I,60,176300
55212,"374.3 (B)",PC,"DUMP/ETC IN PUBLIC/ETC W/O OK:COM",M,60,176300
55184,"374.3 (H)(1)",PC,"DUMP/ETC WASTE IN COMMERCIAL QU",M,60,130490
55103,"374.4",PC,"LITTER PUBLIC/PRIVATE PROPERTY",I,60,176300
55207,"374.4 (A)",PC,"LITTER PUBLIC/PRIVATE PROPERTY",I,60,176300
55211,"374.4 (B)",PC,"LITTER:CREATE PUBLIC HEALTH/SAFETY/",I,60,176300
55102,"374.7",PC,"LITTER/DUMP WASTE IN WATER/SHORE",M,60,176400
55119,"374.7 (A)",PC,"LITTER/DUMP WASTE IN WATER/SHORE",M,60,176400
55129,"374.8 (B)",PC,"DUMP HAZARDOUS SUBSTANCE ON ROA",F,25,66880
55128,"374.8 (B)",PC,"DUMP HAZARDOUS SUBSTANCE ON ROA",M,60,99410
55049,"375",PC,"OFFENSIVE MATTER IN PUBLIC PLACE",F,6,24200
55016,"375",PC,"OFFENSIVE MATTER IN PUBLIC PLACE",M,30,81800
55017,"375 (1)",PC,"PUT INJURIOUS MATTER PUBLIC PLACE",M,30,81800
55018,"375 (2)",PC,"POSSESS INJURIOUS MATTER TO USE (SE",M,30,81800
55019,"375 (3)",PC,"OFFENSIVE MATTER (SEE 375(C))",M,30,81800
55020,"375 (4)",PC,"USE TEAR OR MUSTARD GAS/ETC (SEE 3",F,6,24200
55087,"375 (A)",PC,"PUT OFFENSIVE/ETC MATTER IN PUBLIC",F,6,24200
55085,"375 (A)",PC,"PUT OFFENSIVE/ETC MATTER IN PUBLIC",M,30,81800
55088,"375 (B)",PC,"POSSESS OFFENSIVE/ETC MATTER TO US",M,30,81800
55089,"375 (D)",PC,"USE OF TEAR/MUSTARD GAS/ETC",F,6,24200
44007,"377",PC,"IMPERSONATE TO GET PRESCRIPTION D",M,36,119000
55270,"379",PC,"SELL/FURNISH SALVIA DIVINORUM TO P",M,36,118900
55021,"380",PC,"WRONGFUL LABELING OF DRUG (REPEA",M,32,106600
55047,"380",PC,"WRONGFUL LABELING OF DRUG (REPEA",F,2,23300
35234,"380 (A)",PC,"SELL/ETC TOLUENE TO PERSON UNDER",M,57,81600
35004,"381",PC,"INHALATION OF POISON FUMES (REPEA",M,57,131500
35216,"381 (A)",PC,"POSSESS/ETC TOLUENE/ETC",M,57,131500
35233,"381 (B)",PC,"POSSESS/ETC SUBSTANCE SIMILAR TO T",M,57,131500
55022,"381 A",PC,"TEST DAIRY PRODUCTS INACCURATELY",M,32,112300
35235,"381 B",PC,"POSSESS NITROUS OXIDE",M,57,131700
35408,"381 C(B)",PC,"SELL NITROUS OXIDE TO PERSON UNDE",M,57,131700
55023,"382",PC,"ADULTERATE FOOD/DRUGS/ETC",M,32,112500
55157,"382.4",PC,"ADMINISTER SUCOSTRIN W/O LICENSE T",M,60,151200
55024,"382.5",PC,"SELL/PRESCRIBE DINITROPHENOL",F,25,66700
55025,"382.6",PC,"SELL EYEBROW DYE CHEMICAL",F,25,66800
55158,"382.7",PC,"PRESCRIBE/ETC LIQUID SILICONE FOR IN",M,60,145500
55026,"383",PC,"SELL ADULTERATED FOOD/ETC",M,30,103000
55027,"383 A",PC,"SELL ""PROCESS"" BUTTER W/O LABEL",M,32,112900
55028,"383 B",PC,"FRAUDULENT SALE OF KOSHER MEATS",M,32,85430
55029,"384 (A)",PC,"REFUSE TO RELINQUISH PARTY LINE IN E",M,60,152200
55159,"384 (C)",PC,"PUBLISH/ETC TELEPHONE DIRECTORY W",M,60,152200
29004,"384 A",PC,"CUT/ETC SHRUBS/ETC W/O WRITTEN PE",M,60,152400
55030,"384 B",PC,"RELEASE BALLOON WITH BURNING CAN",M,60,152800
29005,"384 C",PC,"KILL/HURT ANOTHER'S ANIMAL WHILE H",M,60,153000
31067,"384 C",PC,"FALSE STATEMENT/ILLEGALLY TRANSPO",M,60,152300
31068,"384 D",PC,"TRANSPORT TREE/SHRUB W/O PERMIT",M,60,152600
31103,"384 E",PC,"FAIL TO SHOW SHRUB TRANSPORT TAG",M,60,152600
55031,"384 G",PC,"RELEASE BALLOON WITH BURNING MAT",M,60,152700
29006,"384 H",PC,"KILL/HURT ANOTHER'S ANIMAL WHILE H",M,60,152900
29078,"384.5 (A)",PC,"REMOVE FOREST PRODUCTS W/O PERM",M,60,152500
29122,"384.5 (A)(1)",PC,"REMOVE FOREST PRODUCTS W/O PERM",M,60,152500
55032,"385 (B)",PC,"USE TOOLS BY HIGH VOLTAGE LINES",M,60,153100
55161,"385 (C)",PC,"USE/ETC EQUIPMENT W/O WARNING S",M,60,153100
55213,"386 (A)",PC,"INOPERABLE/ETC FIRE PROTECTION SYS",F,25,21100
31180,"387 (A)",PC,"UNSAFE BUSINESS PRACTICE:RISK OF GR",F,25,74315
26015,"395",PC,"MARKET PRICE FRAUD",M,32,113000
26105,"396",PC,"VIOLATE FOOD STAMP ACT (REPEALED)",M,32,112400
26102,"396",PC,"VIOLATE FOOD STAMP ACT (REPEALED)",F,9,26700
31177,"396 (B)",PC,"PRICE GOUGING:CONSUMER GOODS/ET",M,32,100410
31178,"396 (C)",PC,"PRICE GOUGING FOR REPAIRS/ETC DUR",M,32,100410
26113,"396.5",PC,"UNLAWFUL USE/ETC OF FOOD STAMPS",M,32,169500
26179,"396/10980",PC,"W&I FRAUD TO OBTAIN AID",F,9,45800
26180,"396/10980",PC,"W&I FRAUD TO OBTAIN AID",M,32,112400
26181,"396/10980 (A)",PC,"W&I FRAUD TO OBTAIN AID",M,32,112400
26182,"396/10980 (B)",PC,"W&I FRAUD TO OBTAIN AID",F,9,45800
26185,"396/10980 (C)(1)",PC,"W&I FRAUD TO OBTAIN AID",M,32,112400
26186,"396/10980 (C)(2)",PC,"W&I FRAUD TO OBTAIN AID",F,9,45800
26187,"396/10980 (D)",PC,"W&I FRAUD TO OBTAIN AID",F,9,45800
26184,"396/10980 ©",PC,"W&I FRAUD TO OBTAIN AID",M,32,112400
26183,"396/10980 ©",PC,"W&I FRAUD TO OBTAIN AID",F,9,45800
26189,"396/11483",PC,"W&I FRAUD TO OBTAIN AID",M,32,110100
26188,"396/11483",PC,"W&I FRAUD TO OBTAIN AID",F,9,45700
26190,"396/11483 (1)",PC,"W&I FRAUD TO OBTAIN AID",M,32,110100
26191,"396/11483 (2)",PC,"W&I FRAUD TO OBTAIN AID",F,9,45700
41013,"397",PC,"FURNISH LIQUOR TO DRUNK/INCOMPET",M,44,139300
32060,"398",MV,"TRESPASS:""OFF LIMIT"" AREA",M,49,134400
41014,"398",PC,"SELL LIQUOR AFTER HOURS (REPEALED)",M,44,139600
09029,"399",PC,"OWNER NEGLIGENCE:ANIMAL CAUSE H",F,25,68400
09187,"399 (B)",PC,"OWNER/ETC NEGLIGENCE:ANIMAL CAU",F,25,68400
09188,"399 (B)",PC,"OWNER/ETC NEGLIGENCE:ANIMAL CAU",M,60,98000
09161,"399.5",PC,"DOG TRAINED TO FIGHT/ETC CAUSE INJ",M,60,98000
09185,"399.5 (A)",PC,"DOG TRAINED TO FIGHT/ETC CAUSE INJ",F,25,21450
09175,"399.5 (A)",PC,"DOG TRAINED TO FIGHT/ETC CAUSE INJ",M,60,98000
55033,"400",PC,"EXHIBIT DEFORMITIES FOR HIRE (REPEA",M,60,153200
55034,"401",PC,"AID AND ABET/ETC SUICIDE",F,6,25100
55035,"402",PC,"GO TO/STOP AT SCENE OF DISASTER (AM",M,60,144200
55162,"402 (A)",PC,"STOP/ETC AT EMERGENCY SCENE",M,60,144200
55163,"402 (B)",PC,"INTERFERES/ETC WITH LIFEGUARD DUR",M,60,144200
55036,"402 A",PC,"ADULTERATION OF CANDY",M,30,102900
55037,"402 B",PC,"DISCARD APPLIANCE WITH LOCK",M,60,153300
55038,"402 C",PC,"SELL NEW REFRIGERATOR W/O PROPER",M,60,153400
53015,"403",PC,"DISTURBANCE/ETC AT ASSEMBLY/ETC",M,46,127500
53016,"404",PC,"RIOT",M,46,95300
53101,"404 (A)",PC,"RIOT",M,46,95300
53117,"404 (B)",PC,"RIOT IN JAIL/PRISON/ETC (AMENDED)",M,46,95300
53017,"404.6",PC,"URGE RIOT OR DESTROY PROPERTY (AM",M,46,128000
53115,"404.6 (A)",PC,"CAUSE/ETC RIOT:URGE DESTRUCTION O",M,46,95300
53137,"404.6 (C)",PC,"RIOT IN PRISON/JAIL/ETC RESULTS IN SE",F,25,36300
53136,"404.6 (C)",PC,"RIOT IN JAIL/PRISON/ ETC RESULTS IN SE",M,46,95300
53018,"405",PC,"RIOT",M,46,95300
53019,"405 A",PC,"LYNCHING",F,6,15500
53020,"405 B",PC,"LYNCHING",F,6,15500
53021,"406",PC,"ROUT",M,46,127600
53022,"407",PC,"UNLAWFUL ASSEMBLY",M,46,127800
53023,"408",PC,"ROUT/UNLAWFUL ASSEMBLY",M,46,127700
53024,"409",PC,"REMAIN AT SCENE OF RIOT/ETC",M,46,127900
53091,"409.5",PC,"ENTER CLOSED DISASTER AREA",M,49,134500
53025,"409.5 (C)",PC,"ENTER CLOSED DISASTER AREA",M,49,134500
53026,"410",PC,"NEGLECT/REFUSE/ETC TO DISPERSE RIO",M,60,153500
53027,"412",PC,"ILLEGAL PRIZE FIGHTING",M,60,83500
53028,"413",PC,"PRESENCE AT ILLEGAL PRIZE FIGHT",M,60,153600
53029,"413 1/2",PC,"BOXING ON PROHIBITED DAYS (REPEALE",M,60,153700
53030,"414",PC,"LEAVE STATE TO PRIZE FIGHT",M,60,153800
53092,"415",PC,"FIGHT/NOISE/OFFENSIVE WORKS",M,46,169700
53031,"415",PC,"DISTURB THE PEACE",M,46,169700
53072,"415 (1)",PC,"FIGHT/CHALLENGE FIGHT PUBLIC PLACE",M,46,169700
53131,"415 (1)",PC,"FIGHT/CHALLENGE IN PUBLIC PLACE",I,46,169700
53097,"415 (1)(2)",PC,"FIGHT/CHALLENGE FIGHT/LOUD UNREA",M,46,169700
53096,"415 (1)(2)(3)",PC,"FIGHT/NOISE/OFFENSIVE WORDS",M,46,169700
53099,"415 (1)(3)",PC,"FIGHT/CHALLENGE FIGHT/OFFENSIVE W",M,46,169700
53073,"415 (2)",PC,"DISTURB BY LOUD/UNREASONABLE NOI",M,46,169700
53130,"415 (2)",PC,"DISTURB THE PEACE BY LOUD/UNREASO",I,46,169700
53098,"415 (2)(3)",PC,"LOUD UNREASON NOISE/OFFENSIVE WO",M,46,169700
53074,"415 (3)",PC,"OFFENSIVE WORDS IN PUBLIC PLACE",M,46,169700
53083,"415 (A)",PC,"FIGHT/NOISE/OFFENSIVE WORDS (AME",M,46,169700
53093,"415.5",PC,"DISTURB THE PEACE AT COLLEGE/UNIVE",M,46,169900
33006,"415.5 (A)",PC,"DISTURB THE PEACE AT UNIVERSITY/ETC",M,46,169900
33028,"415.5 (A)(1)",PC,"FIGHT/CHALLENGE FIGHT AT SCHOOL/U",M,46,169900
53075,"415.5 (A)(1)",PC,"FIGHT COLLEGE/UNIVERSITY",M,46,169900
33029,"415.5 (A)(2)",PC,"LOUD/UNREASONABLE NOISE WITHIN U",M,46,169900
53076,"415.5 (A)(2)",PC,"LOUD/UNREASONABLE NOISE COLLEGE/",M,46,169900
33030,"415.5 (A)(3)",PC,"USE OFFENSIVE WORDS WITHIN UNIVER",M,46,169900
53077,"415.5 (A)(3)",PC,"OFFENSIVE WORDS COLLEGE/UNIVERSIT",M,46,169900
53032,"416",PC,"REFUSE TO DISPERSE (AMENDED)",M,46,128100
53108,"416 (A)",PC,"REFUSE TO DISPERSE",M,46,128100
52128,"417",PC,"EXHIBIT DEADLY WEAPON/FIREARM (AM",F,6,41500
52004,"417",PC,"EXHIBIT DEADLY WEAPON/FIREARM (AM",M,30,83900
52117,"417 (A)",PC,"EXHIBIT DEADLY WEAPON/FIREARM (AM",M,30,83900
52136,"417 (A)(1)",PC,"EXHIBIT DEADLY WEAPON OTHER THAN",M,30,83400
52137,"417 (A)(2)",PC,"EXHIBIT FIREARM",M,30,81800
52118,"417 (B)",PC,"EXHIBIT FIREARM IN PRESENCE OF PEAC",F,6,41500
52199,"417 (B)",PC,"DRAW/EXHIBIT FIREARM ON GROUNDS",F,6,78000
52326,"417 (B)",PC,"DRAW/EXHIBIT FIREARM ON GROUNDS",M,30,81800
52200,"417 (C)",PC,"EXHIBIT FIREARM IN PRESENCE OF PEAC",F,6,41500
52303,"417 (C)",PC,"EXHIBIT/ETC FIREARM:POLICE PRESENC",M,30,81550
52154,"417.1",PC,"EXHIBIT FIREARM IN PRESENCE OF RESE",F,6,41700
52173,"417.2",PC,"DRAW/EXHIBIT FIREARM REPLICA (AME",M,30,90900
52342,"417.2 (A)",PC,"MFG/ETC F/ARM REPLICA FOR COMME",M,50,174410
52174,"417.2 (A)",PC,"DRAW/EXHIBIT FIREARM REPLICA (AME",M,30,90900
52189,"417.2 (B)",PC,"SELL/MFG/ETC REPLICA OF FIREARM",I,50,174410
52267,"417.25 (A)",PC,"THREATEN WITH LASER SCOPE WITH INT",M,30,171720
48130,"417.26 (A)",PC,"AIM/ETC LASER POINTERS AT PEACE OF",M,30,102250
31212,"417.27 (A)",PC,"SELL LASER POINTER TO PERSON 17 YRS",I,60,176550
33054,"417.27 (B)",PC,"STUDENT POSSESS LASER POINTER:SCHO",I,60,176550
53134,"417.27 (C)",PC,"AIM LSR PNTR:INT TO HARASS/ETC",I,60,176550
53135,"417.27 (D)",PC,"AIM LSR PNTR:GUIDE DOG/ETC",I,60,176550
52175,"417.3",PC,"EXHIBIT/DRAW FIREARM IN PRESENCE O",F,6,41800
52240,"417.4",PC,"BRANDISHING FIREARM REPLICA",M,30,84000
52155,"417.6",PC,"EXHIBIT DEADLY WEAPON:SERIOUS BOD",F,6,41600
52171,"417.6 (A)",PC,"EXHIBIT FIREARM/DEADLY WEAPON W/",F,6,41600
52148,"417.8",PC,"EXHIBIT FIREARM/DEADLY WEAPON TO",F,6,16400
32006,"418",PC,"FORCIBLE ENTRY AND DETAINER",M,60,149700
32007,"419",PC,"RETAKE LAND AFTER LEGAL REMOVAL",M,60,153900
53033,"420",PC,"PREVENT ENTRY UPON PUBLIC LANDS",M,60,154000
16018,"422",PC,"THREATEN CRIME WITH INTENT TO TER",M,30,90800
16001,"422",PC,"THREATEN CRIME W/INTENT TO TERRO",F,6,40600
16048,"422 (A)",PC,"THREATEN CRIME WITH INTENT TO TER",M,30,90800
16002,"422 (A)",PC,"THREATEN CRIME W/INTENT TO TERRO",F,6,23900
16049,"422 (A)",PC,"THREATEN CRIME WITH INTENT TO TER",F,6,40600
56022,"422.6 (A)",PC,"VIOLATE CIVIL RIGHTS BY FORCE OR THR",M,30,90800
56021,"422.6 (B)",PC,"DAMAGE/ETC PROPERTY TO VIOLATE CI",M,47,95690
56025,"422.7 (A)",PC,"VIOLATE CIVIL RIGHTS:CAUSE VIOLENT I",F,6,41450
29123,"422.7 (B)",PC,"VIOLATE CIVIL RIGHTS:CAUSE PROPERTY",F,25,77650
56026,"422.9",PC,"VIOLATE CIVIL RIGHTS ORDER",M,60,103680
56031,"423.2 (A)",PC,"VIOLENCE/ETC:REPRODUCTIVE HEALTH",M,30,90800
56032,"423.2 (B)",PC,"FORCE ON PERSON:PLACE OF WORSHIP",M,30,90800
56033,"423.2 (C)",PC,"NONVIOLENT PHYS OBSTRUCT:REPRO H",M,30,103400
56034,"423.2 (D)",PC,"NONVIOLENT PHYSICAL OBSTRUCT:PLAC",M,30,103400
56035,"423.2 (E)",PC,"INTENTIONALLY DAMAGE PROPERTY:RE",M,47,95690
56036,"423.2 (F)",PC,"INTENTIONALLY DAMAGE PROPERTY:PL",M,47,95690
27004,"424",PC,"EMBEZZLEMENT BY PUBLIC OFFICER",F,9,16800
27058,"424 (A)1",PC,"EMBEZZLEMENT BY PUBLIC OFFICER",F,9,16800
27059,"424 (A)2",PC,"EMBEZZLEMENT BY PUBLIC OFFICER",F,9,16800
27060,"424 (A)3",PC,"EMBEZZLEMENT BY PUBLIC OFFICER",F,9,16800
27061,"424 (A)4",PC,"EMBEZZLEMENT BY PUBLIC OFFICER",F,9,16800
27062,"424 (A)5",PC,"EMBEZZLEMENT BY PUBLIC OFFICER",F,9,16800
27063,"424 (A)6",PC,"EMBEZZLEMENT BY PUBLIC OFFICER",F,9,16800
27064,"424 (A)7",PC,"EMBEZZLEMENT BY PUBLIC OFFICER",F,9,16800
27005,"424.1",PC,"EMBEZZLEMENT BY PUBLIC OFFICER (A",F,9,16800
27006,"424.2",PC,"EMBEZZLEMENT BY PUBLIC OFFICER (A",F,9,16800
27007,"424.3",PC,"EMBEZZLEMENT BY PUBLIC OFFICER (A",F,9,16800
27008,"424.4",PC,"EMBEZZLEMENT BY PUBLIC OFFICER (A",F,9,16800
27009,"424.5",PC,"EMBEZZLEMENT BY PUBLIC OFFICER (A",F,9,16800
27010,"424.6",PC,"EMBEZZLEMENT BY PUBLIC OFFICER (A",F,9,16800
27011,"424.7",PC,"EMBEZZLEMENT BY PUBLIC OFFICER (A",F,9,16800
27012,"425",PC,"FAIL TO PAY PUBLIC MONEY",F,25,36400
48019,"428",PC,"OBSTRUCT OFFICER COLLECTING REVEN",M,60,154200
48046,"431",PC,"FAIL TO DELIVER/ETC TAX RECEIPTS/ETC",M,60,149000
66072,"432",PC,"POSSESS BLANK LICENSES/POLL TAX REC",F,25,36500
31005,"436",PC,"ACT UNLAWFULLY AS AUCTIONEER",M,60,154400
61004,"439",PC,"PROCURE INSURANCE FROM UNLICENS",M,60,154600
48096,"440",PC,"OFFICIAL REFUSE INSPECTION OF BOOK",M,60,154300
23145,"446.9 (A)",PC,"POSSESS CODE GRABBING DEVICE:INTEN",M,32,109915
23146,"446.9 (B)",PC,"USE CODE GRAB DEVICE FOR VEH ALARM",M,32,109915
20004,"447 A",PC,"ARSON (REPEALED)",F,24,13300
20005,"448 A",PC,"BURN BUILDING NOT A DWELLING (REP",F,24,13400
20006,"449 A",PC,"BURN PERSONAL PROPERTY (REPEALED",F,24,36800
20007,"449 B",PC,"BURN THING NOT SUBJECT TO ARSON (R",F,24,33100
20008,"449 C",PC,"BURN/GRAIN/ETC (REPEALED)",F,24,33200
26080,"449.4",WI,"FALSE ELIGIBILITY STATEMENT (REPEALE",F,25,20800
20009,"450 A",PC,"COMMIT ARSON TO DEFRAUD INSURER",F,24,33700
20017,"451",PC,"MALICIOUS SET/ETC FIRE TO PROPERTY/",F,24,37000
20018,"451 (A)",PC,"ARSON CAUSING GREAT BODILY INJURY",F,24,3800
20019,"451 (B)",PC,"ARSON:INHABITED STRUCTURE/PROPER",F,24,7200
20020,"451 (C)",PC,"ARSON:STRUCTURE/FOREST LAND",F,24,13200
20036,"451 (D)",PC,"ARSON:PROPERTY",F,24,36900
20050,"451 (E)",PC,"ARSON:WHILE CONFINED",F,24,34400
20051,"451 (E)",PC,"ARSON:WHILE CONFINED",M,64,123200
20010,"451 A",PC,"ATTEMPTED ARSON (AMENDED & RENU",F,24,34300
29058,"451 B",PC,"PRISONER LOCAL FACILITY START FIRE (R",M,64,123200
29041,"451 B(A)",PC,"PRISONER LOCAL FACILITY START FIRE (R",M,64,123200
20061,"451.1 (A)",PC,"ARSON:SENTENCE ENHANCEMENTS",F,60,999999
20055,"451.5",PC,"AGGRAVATED ARSON",F,24,2490
20052,"451.5 (A)",PC,"AGGRAVATED ARSON",F,24,2490
20041,"451.5 (A)(1)",PC,"AGGRAVATED ARSON WITH PRIOR",F,24,2490
20059,"451.5 (A)(2)(A)",PC,"AGGRAVATED ARSON:CAUSE EXCESS PR",F,24,2490
20053,"451.5 (A)(2)(A)",PC,"AGGRAVATED ARSON:CAUSE EXCESS PR",F,24,2490
20054,"451.5 (A)(3)",PC,"AGGRAVATED ARSON:DAMAGE 5 OR M",F,24,2490
20056,"451.5 (B)",PC,"AGGRAVATED ARSON:PUNISHMENT",F,24,2490
20057,"451.5 (C)",PC,"AGG ARSON:PAROLE ELIGIBILITY",F,24,2490
20042,"452",PC,"ARSON",F,24,69100
20011,"452",PC,"POSSESS MATERIAL/DEVICE FOR ARSON",F,24,69000
20029,"452",PC,"UNLAWFULLY CAUSING FIRE",M,64,123100
20021,"452",PC,"UNLAWFULLY CAUSING FIRE",F,24,69100
20012,"452 (A)",PC,"POSSESS MATERIAL/DEVICE FOR ARSON",F,24,69000
20022,"452 (A)",PC,"CAUSING FIRE THAT CAUSES GREAT BOD",F,24,13800
20023,"452 (B)",PC,"CAUSING FIRE OF INHABITED STRUCTUR",F,24,22800
20013,"452 (B)",PC,"POSSESS/MFG/DISPOSE OF FIRE BOMB",F,24,34200
20048,"452 (B)",PC,"CAUSING FIRE OF INHABITED STRUCTUR",M,64,100550
20024,"452 (C)",PC,"CAUSING FIRE OF STRUCTURE/FOREST L",F,24,69100
20043,"452 (C)",PC,"CAUSE FIRE OF STRUCTURE/FOREST",M,64,123100
20033,"452 (D)",PC,"CAUSING FIRE OF PROPERTY",M,64,123100
20034,"453",PC,"POSSESS/MFG/DISPOSE DEVICE FOR AR",F,24,69000
20025,"453",PC,"POSSESS/MFG/DISPOSE DEVICE FOR AR",F,24,34200
20044,"453 (A)",PC,"ARSON:POSSESS/MANUFACTURE/DISPO",M,64,100550
20026,"453 (A)",PC,"POSSESS /MFG/DISPOSE MATERIAL/DEV",F,24,69000
20060,"453 (B)",PC,"POSSESS/MANUFACTURE/DISPOSE OF F",M,64,100550
20027,"453 (B)",PC,"POSSESS/MANUFACTURE/DISPOSE OF F",F,24,34200
20014,"454",PC,"ARSON DURING STATE OF INSURRECTIO",F,24,8500
20038,"454 (A)(1)",PC,"ARSON DURING STATE OF INSURRECTIO",F,24,8500
20039,"454 (A)(2)",PC,"ARSON DURING STATE OF EMERGENCY",F,24,8500
20028,"455",PC,"ATTEMPT/AID/COUNSEL/PROCURE ARS",F,24,34300
20047,"457.1 (H)",PC,"FAIL TO REGISTER AS ARSON OFFENDER",M,64,82100
20040,"457.1 (I)",PC,"FAILURE TO REGISTER AS AN ARSON OF",M,64,82100
22021,"459",PC,"BURGLARY:FIRST DEGREE",F,8,12900
22104,"459",PC,"BURGLARY",F,8,42700
22133,"459",PC,"BURGLARY:SECOND DEGREE",M,76,91550
22004,"459",PC,"BURGLARY",F,8,12900
22022,"459",PC,"BURGLARY:SECOND DEGREE",F,8,42700
22121,"459",PC,"BURGLARY",F,8,12900
22130,"459",PC,"BURGLARY",M,76,91550
23212,"459.5",PC,"SHOPLIFTING",F,8,42700
23211,"459.5",PC,"SHOPLIFTING",M,76,104350
22005,"460",PC,"BURGLARY",F,8,12900
22124,"460 (A)",PC,"BURGLARY:FIRST DEGREE",F,8,12900
22131,"460 (B)",PC,"BURGLARY:SECOND DEGREE",M,76,91550
22125,"460 (B)",PC,"BURGLARY:SECOND DEGREE",F,8,42700
22006,"460.1",PC,"BURGLARY:FIRST DEGREE (AMENDED)",F,8,12900
22007,"460.2",PC,"BURGLARY:SECOND DEGREE (AMENDED",F,8,42700
22008,"461",PC,"BURGLARY",F,8,12900
22009,"461.1",PC,"BURGLARY:FIRST DEGREE",F,8,12900
22010,"461.2",PC,"BURGLARY:SECOND DEGREE",F,8,42700
22126,"463",PC,"BURGLARY:LOOTING/ETC DURING STAT",F,8,42700
22123,"463 (A)",PC,"BURGLARY/ETC DURING STATE OF EMER",F,8,42700
23124,"463 (B)",PC,"GRAND THEFT DURING STATE OF EMERG",F,9,46490
23125,"463 (C)",PC,"PETTY THEFT:DURING STATE OF EMERG",M,31,104390
22011,"464",PC,"BURGLARY WITH EXPLOSIVES/ETC",F,8,7700
22012,"466",PC,"POSSESS/ETC BURGLARY TOOLS",M,61,103700
22027,"466.1",PC,"SALE OR PROVISION OF LOCK PICK/ETC",M,61,103800
22026,"466.3",PC,"POSSESS DEVICE TO TAMPER W/VENDIN",M,61,91600
22025,"466.3 (A)",PC,"POSSESS DEVICE TO TAMPER W/VENDIN",M,61,91600
22013,"466.5",PC,"POSSESS/USE/ETC VEHICLE MASTER KEY",M,61,104100
22014,"466.5 (A)",PC,"POSSESS WITH INTENT TO USE VEHICLE",M,61,104100
22015,"466.5 (B)",PC,"POSSESS/USE VEHICLE MASTER KEY",M,61,104100
22016,"466.5 (C)",PC,"MANUFACTURE/SELL VEHICLE MASTER",M,61,104100
22028,"466.6 (A)",PC,"MAKE MOTOR VEHICLE KEY W/O WORK",M,61,103900
22128,"466.6 (A)",PC,"MAKE MOTOR VEHICLE/ETC KEY W/O W",M,61,103900
22127,"466.7",PC,"ILLEGAL POSSESSION OF VEHICLE KEY",M,61,104000
22129,"466.8 (A)",PC,"MAKE RESIDENCE/ETC KEY W/O WORK",M,61,104000
23152,"466.9 (A)",PC,"POSSESS CODE GRABBING DEVICE:INTEN",M,61,103905
23153,"466.9 (B)",PC,"USE CODE GRABBING DEVICE FOR VEHIC",M,61,103905
52005,"467",PC,"POSSESS WEAPON TO COMMIT ASSAUL",M,50,120200
52006,"468",PC,"BUY/SELL SNIPERSCOPE",M,50,100500
22024,"469",PC,"MAKE/USE/POSSESS PUBLIC BUILDING K",M,61,104300
25083,"470",PC,"FORGERY",M,33,93600
30025,"470",PC,"FORGERY/CREDIT CARD",F,11,43500
25006,"470",PC,"FORGERY (AMENDED)",F,11,42800
25064,"470 (A)",PC,"FORGERY",F,11,42800
25076,"470 (A)",PC,"FORGERY",M,33,93600
25115,"470 (B)",PC,"FORGE/ETC HANDWRITING/ETC",M,33,93600
25093,"470 (B)",PC,"FORGE/ETC/HANDWRITING/ETC",F,11,42800
25092,"470 (C)",PC,"ALTER/ETC WILL/ETC",F,11,42800
25086,"470 (D)",PC,"FORGERY:FALSE CHECKS/RECORDS/CERT",F,11,42800
25087,"470 (D)",PC,"FORGERY:FALSE CHECKS/RECORDS/CERT",M,33,93600
25031,"470 A",PC,"ALTER/FORGE/FALSIFY DRIVER'S LICENS",F,11,43100
25097,"470 A",PC,"ALTER/FORGE/FALSIFY DRIVER'S LICENS",M,33,93600
25032,"470 B",PC,"POSSESS DRIVER'S LICENSE/IDENTIFICAT",F,11,43300
25007,"471",PC,"MAKE FALSE ENTRIES IN RECORDS",F,11,43400
26119,"471.5",PC,"ALTER/ETC MEDICAL RECORD WITH FRA",M,32,110300
25008,"472",PC,"FORGE OFFICIAL SEAL",F,11,43200
25096,"472",PC,"FORGE/ETC OFFICIAL SEAL",M,33,93600
25114,"473",PC,"FORGERY",M,33,93600
25009,"473",PC,"FORGERY (PUNISHMENT)",F,11,42800
25010,"474",PC,"SEND FORGED TELEPHONE/TELEGRAPH",F,9,52300
25077,"475",PC,"POSSESS/ETC FORGED NOTES/STAMPS/",M,33,93600
25011,"475",PC,"POSSESS FORGED NOTES/ETC (REPEALE",F,11,42900
25090,"475 (A)",PC,"POSSESS/ETC BAD/ETC CHECK/ETC",F,11,51100
25091,"475 (A)",PC,"POSSESS/ETC/BAD/ETC CHECK/ETC",M,33,93600
25084,"475 (B)",PC,"P0SSESS BLANK CHECK/ETC:DEFRAUD",F,11,42900
25085,"475 (B)",PC,"POSSESS BLANK CHECK/ETC:DEFRAUD",M,33,93600
25089,"475 (C)",PC,"PASS COMPLETED CHECK/ETC:INTENT:D",M,33,93600
